MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Log_SalePrice,Log_LotArea,Log_GrLivArea,Log_LotFrontage
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,GasA,Ex,Y,SBrkr,898,0,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,199,60,0,0,0,0,None,None,None,0,11,2006,WD,Normal,12.449022745701502,9.338557669776936,7.595889917718538,4.51085950651685
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,0,0,0,1,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,0,0,0,189,0,None,MnPrv,None,0,5,2008,COD,Abnorml,12.100717685412471,9.338029733117072,7.329093736246592,4.653960350157523
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,6,2006,WD,Normal,12.13270055639427,8.86120833720818,7.21890970761906,3.784189633918261
60,RL,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,871,0,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,168,98,0,0,0,0,None,None,None,0,1,2009,WD,Normal,12.421188057397055,10.307618437631156,7.523481312573497,4.5217885770490405
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1054,0,1,0,2,1,3,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,7,2009,WD,Normal,12.721888795877375,9.333354147871328,7.68937110752969,4.574710978503383
50,RL,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,895,0,0,0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,Fa,Y,0,0,19,0,0,0,None,None,None,0,3,2007,WD,Normal,12.301387370778713,9.330431852234003,7.596894438144544,4.31748811353631
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Gd,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,0,170,0,0,0,None,None,None,0,4,2010,WD,Normal,12.271396795480596,8.501267040865978,7.199678345691172,3.7376696182833684
30,C (all),Grvl,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,RFn,3,TA,TA,Y,0,20,0,0,0,0,None,None,Shed,560,8,2008,ConLD,Normal,11.302216779257382,9.798182590890704,6.796823718274855,4.795790545596741
190,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,915,0,0,0,2,0,5,2,TA,Min2,0,None,Detchd,Unf,2,TA,TA,Y,0,57,0,0,0,0,None,None,None,0,9,2007,WD,Normal,11.407576060361786,9.517898598432753,7.757051142032013,4.454347296253507
30,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,2,1,Gd,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,166,120,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,11.612779849672751,8.699681400989514,7.00669522683704,3.9318256327243257
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,0,0,0,0,1,1,3,1,TA,Typ,1,Po,Attchd,RFn,2,TA,TA,Y,0,58,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,11.944714374881176,9.305741456739435,7.051855622955894,4.30406509320417
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,954,0,1,0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,296,44,0,0,0,0,None,None,None,0,4,2010,WD,Normal,12.700771936142122,9.546884034617925,7.72356247227797,4.394449154672439
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,772,0,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2009,WD,Normal,12.08954444723597,8.966738978759576,7.360103972989152,4.0943445622221
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,813,0,1,0,1,1,4,1,TA,Typ,0,None,Attchd,RFn,2,TA,TA,Y,328,128,0,0,189,0,None,None,None,0,6,2008,WD,Normal,12.031129798974042,9.186150133174966,7.385230923066573,4.394449154672439
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1230,0,1,0,2,1,5,1,TA,Maj1,1,Gd,Attchd,Fin,2,TA,TA,Y,728,20,0,0,0,0,None,GdPrv,None,0,6,2006,WD,Normal,11.927687224983487,8.285261134068948,7.8328075165248645,3.7612001156935624
45,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,0,0,0,1,1,0,2,1,Gd,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,11.813037464800539,9.169622538697624,6.795705775173514,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,20,0,0,192,0,None,None,None,0,6,2007,WD,Normal,11.813037464800539,9.225524507301223,6.955592608396297,4.290459441148391
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,727,0,0,0,1,1,4,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,11.944714374881176,9.367429587218957,7.350516171833998,4.3694478524670215
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,0,810,810,GasA,Fa,Y,FuseA,454,0,1,1,1,0,4,1,TA,Typ,1,TA,Detchd,Unf,1,TA,TA,P,0,0,0,0,0,0,None,None,None,0,8,2006,WD,Normal,11.424105180165641,8.934059722248843,7.284134806195205,3.9318256327243257
60,RL,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,Y,SBrkr,728,0,0,0,1,1,3,1,TA,Typ,0,None,Attchd,Fin,2,TA,TA,Y,252,0,0,0,0,0,None,MnPrv,None,0,7,2009,WD,Normal,11.979805470779858,8.981052985901483,7.2633296174768365,4.330733340286331
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1240,1240,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,Typ,0,None,Attchd,RFn,3,TA,TA,Y,140,93,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.175618592671356,9.054504940418054,7.123672785204607,4.31748811353631
70,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,390,800,GasA,TA,Y,SBrkr,780,0,0,0,1,1,3,1,TA,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,CWD,Normal,12.299112067295642,9.482350275033667,7.462214939768189,4.330733340286331
50,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,0,170,796,GasA,Gd,Y,SBrkr,370,0,0,1,2,0,3,1,Gd,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,436,21,0,0,0,0,None,None,Shed,500,4,2006,WD,Normal,12.04355959836804,9.287394001418473,7.2909747781429814,4.110873864173311
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,1,TA,TA,Y,240,32,0,0,0,0,None,None,None,0,3,2006,WD,Abnorml,11.840796531639839,9.672248823507559,7.00033446027523,4.30406509320417
120,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,1,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,11.956976469393481,8.397508348470257,6.744059186311348,3.6375861597263857
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,0,495,990,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,64,0,0,0,0,None,None,None,0,4,2007,WD,Normal,11.744045122410057,9.079776001955066,6.898714534329988,4.189654742026425
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,0,0,0,1,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,55,0,0,216,0,0,None,None,None,0,10,2008,COD,Abnorml,11.884495917930655,9.309370895439137,7.138073034044347,4.394449154672439
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,0,0,1,0,1,1,3,1,TA,Typ,0,None,Attchd,Fin,1,TA,TA,Y,0,0,220,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,11.798111925972618,8.922791623969637,6.947937068614969,4.330733340286331
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1459,1459,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,39,0,0,0,0,None,None,None,0,9,2007,WD,Normal,12.165255859329688,9.07680897935166,7.286191714702382,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,2,Gd,Attchd,RFn,1,TA,TA,Y,0,116,0,0,0,0,None,MnPrv,Shed,700,3,2006,WD,Normal,11.982935344196433,9.082620630373812,7.132497551660044,4.394449154672439
60,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,691,GasA,Gd,Y,SBrkr,807,0,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,315,44,0,0,0,0,None,None,None,0,7,2006,WD,Normal,12.141539457711714,9.475163150281881,7.312553498102598,4.189654742026425
85,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,936,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,Gd,Typ,0,None,Attchd,Unf,2,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,11.898194668458823,9.112727543109182,6.904750769961838,4.30406509320417
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334,Unf,0,212,546,GasA,TA,Y,SBrkr,546,0,0,0,1,1,3,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,120,96,0,0,0,0,None,None,None,0,5,2010,WD,Normal,11.332613886815139,7.5883236773352225,6.996681488176539,3.091042453358316
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,GasA,Ex,Y,SBrkr,871,0,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,160,50,0,0,0,0,None,None,None,0,5,2009,WD,Normal,12.437188334739655,9.266248003914479,7.577633832602728,4.454347296253507
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,739,0,0,0,2,0,3,1,Gd,Maj1,0,None,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,4,2006,WD,Normal,11.83138646878959,7.833203948641057,7.444248649496705,3.2188758248682006
120,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,1,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,84,0,0,0,0,None,None,None,0,4,2006,WD,Normal,12.190964083849375,8.106816038947052,7.129297548929373,3.6375861597263857
90,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Wall,Fa,N,FuseA,0,0,0,0,2,0,2,2,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,11.439289689006644,9.053101595549691,6.947937068614969,4.110873864173311
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,Y,SBrkr,628,0,1,0,2,1,2,1,Gd,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,48,0,0,0,0,None,None,None,0,3,2008,WD,Normal,11.982935344196433,7.6783263565068856,7.133295954896068,3.2188758248682006
50,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,GasA,Fa,Y,SBrkr,304,0,0,0,2,0,4,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,342,0,128,0,0,0,None,None,None,0,6,2008,WD,Normal,11.824087219587643,9.036106025364846,7.43543801981455,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,1,1,Gd,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,64,0,0,0,0,None,MnPrv,None,0,10,2006,WD,Normal,11.891368749982085,9.130322663990151,7.0909098220799835,4.276666119016055
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,Attchd,Fin,1,TA,TA,Y,0,0,80,0,160,0,None,None,None,0,5,2010,WD,Normal,11.767575435251748,8.677439540558334,6.842683282238422,4.31748811353631
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,22,0,0,0,0,None,None,None,0,3,2007,WD,Normal,12.080696479888447,9.139703292376742,7.181591944611865,4.3694478524670215
70,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,GasA,TA,Y,SBrkr,582,0,0,0,1,1,3,1,Gd,Typ,0,None,None,None,0,None,None,Y,136,0,115,0,0,0,None,None,None,0,3,2007,WD,Normal,11.751950239425476,8.836809882398365,7.212294468500341,4.110873864173311
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,1074,GasA,Ex,Y,SBrkr,0,0,0,0,1,1,2,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,0,74,137,0,0,0,None,None,None,0,10,2007,WD,Normal,12.04355959836804,8.215276958936633,6.9930151229329605,4.134878473766491
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,567,0,0,0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,11.759793355371237,8.699681400989514,7.1891677384203225,3.9318256327243257
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,Y,SBrkr,0,0,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,COD,Abnorml,11.964007453736912,9.382695764458287,7.379008127628304,4.418840607796598
30,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,N,FuseF,0,0,0,0,1,0,1,1,Fa,Typ,0,None,Detchd,Unf,1,TA,TA,N,0,0,0,0,0,0,None,None,None,0,1,2009,WD,Normal,11.002116507732017,9.036106025364846,6.0844994130751715,4.110873864173311
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,11.691080018519527,9.18594521514146,6.85751406254539,4.127134385045092
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,0,16,0,0,0,0,None,MnWw,None,0,4,2007,WD,Family,11.813037464800539,8.853808274977197,7.034387929915503,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,Y,SBrkr,0,0,0,1,1,0,3,1,TA,Typ,1,Fa,BuiltIn,Fin,2,TA,TA,Y,0,0,192,0,0,0,None,None,None,0,7,2006,WD,Normal,11.979805470779858,9.09504174761272,7.085901464365611,4.382026634673881
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,672,0,0,0,2,1,3,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD,Normal,11.571203807011969,7.6093665379542115,7.172424577124845,3.2188758248682006
